isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,titles and subtitles,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780886773526,0886773520,Magic's Pawn,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=eOLDjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Magic's Pawn, an ancient age in the history of Valdemar comes to life--an age when the kingdom was ravaged by the ungoverned fury of bandit warlords, ferocious ice dragons, and the wild magic of wizards. A new addition to Lackey's Valdemar kingdom--and her most powerful series to date!",1989.0,4.21,349.0,21834.0,Magic's Pawn,"9780886773526 In Magic's Pawn, an ancient age in the history of Valdemar comes to life--an age when the kingdom was ravaged by the ungoverned fury of bandit warlords, ferocious ice dragons, and the wild magic of wizards. A new addition to Lackey's Valdemar kingdom--and her most powerful series to date!",Fiction,0.9652727246284485,0.010401632636785507,0.00952665414661169,0.43931958079338074,0.004908520262688398,0.4126073122024536,0.10374957323074341
9780886774004,0886774004,Arrow's Fall,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=-AWnjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Talia, Herald to the Queen of Valdemar, travels to a neighboring realm to investigate a prince's proposal to marry the Queen's heir, but discovers an evil plot to destroy Valdemar",1988.0,4.19,319.0,18945.0,Arrow's Fall,"9780886774004 Talia, Herald to the Queen of Valdemar, travels to a neighboring realm to investigate a prince's proposal to marry the Queen's heir, but discovers an evil plot to destroy Valdemar",Fiction,0.3180575966835022,0.2980484068393707,0.1976160705089569,0.008648415096104145,0.14947408437728882,0.007748256903141737,0.020407164469361305
9780886774264,0886774268,Magic's Price,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=NUMkN-aEShEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Vanyel, the powerful Herald-Mage, stands alone in the battle against the evil forces threatening the once-peaceful kingdom of Valdemar, accompanied only by his companion, Yfandes",1990.0,4.27,351.0,18397.0,Magic's Price,"9780886774264 Vanyel, the powerful Herald-Mage, stands alone in the battle against the evil forces threatening the once-peaceful kingdom of Valdemar, accompanied only by his companion, Yfandes",Fiction,0.06625499576330185,0.06094776466488838,0.44079914689064026,0.007428830489516258,0.3202710747718811,0.0025201367679983377,0.10177800059318542
9780886774448,0886774446,The Madness Season,C. S. Friedman,Fiction,http://books.google.com/books/content?id=eFajDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Daetrin finds he must resist the Tyr, an alien race with a unified gestalt mind that has subjugated humankind, and fight the alien force within himself",1990.0,4.05,495.0,2428.0,The Madness Season,"9780886774448 Daetrin finds he must resist the Tyr, an alien race with a unified gestalt mind that has subjugated humankind, and fight the alien force within himself",Fiction,0.17075283825397491,0.06336872279644012,0.11157551407814026,0.005517865531146526,0.029764452949166298,0.004976734984666109,0.6140438914299011
9780886774639,0886774632,By the Sword,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=O5N3jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Granddaughter of a sorceress and daughter of a noble house, Kerowyn had been forced to run the family keep since her mother's untimely death. Now all of her hopes and plans to return to training horses and hunting have been shattered by an attack on her ancestral home, the death of her father, the wounding of her brother and the kidnapping of his fiance.",1991.0,4.25,492.0,18245.0,By the Sword,"9780886774639 Granddaughter of a sorceress and daughter of a noble house, Kerowyn had been forced to run the family keep since her mother's untimely death. Now all of her hopes and plans to return to training horses and hunting have been shattered by an attack on her ancestral home, the death of her father, the wounding of her brother and the kidnapping of his fiance.",Fiction,0.630834698677063,0.015371924266219139,0.1503099650144577,0.0016832341207191348,0.9536526203155518,0.003527337219566107,0.019072778522968292
9780886775162,0886775167,Winds of Fate,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=LMC5vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With the kingdom of Valdemar once more threatened by dark sorcery, Princess Elspeth sets out to find a mentor who can awaken her own magical talents, accompanied by Darkwind, a Tayledras scout with his own extraordinary powers. Reissue.",1992.0,4.03,458.0,14300.0,Winds of Fate,"9780886775162 With the kingdom of Valdemar once more threatened by dark sorcery, Princess Elspeth sets out to find a mentor who can awaken her own magical talents, accompanied by Darkwind, a Tayledras scout with his own extraordinary powers. Reissue.",Fiction,0.008853393606841564,0.013352661393582821,0.973372757434845,0.012339328415691853,0.03624088689684868,0.05381479486823082,0.8712844252586365
9780886776060,0886776066,To Green Angel Tower,Tad Williams,Fiction,http://books.google.com/books/content?id=ZYG-3gU2QXMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Miriaamele and Simon embark on a perilous quest through war- and magic-torn lands as they and the valiant followers of Josua Lackhand struggle to make a stand against the Storm King's seemingly unstoppable evil forces. Reprint.,1994.0,4.2,815.0,19667.0,To Green Angel Tower,9780886776060 Miriaamele and Simon embark on a perilous quest through war- and magic-torn lands as they and the valiant followers of Josua Lackhand struggle to make a stand against the Storm King's seemingly unstoppable evil forces. Reprint.,Fiction,0.009254041127860546,0.020346203818917274,0.9131093621253967,0.0060145617462694645,0.011433552950620651,0.012031695805490017,0.9405640959739685
9780886776176,0886776171,Dance Down the Stars,Jo Clayton,Fiction,http://books.google.com/books/content?id=aAKJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Awakening from a centuries-long sleep, Serroi discovers that she has developed powers of healing, but that her world has become haunted by an evil force that can alter life and death, and must marshal an attack or witness civilization's destruction. Original.",1994.0,3.73,368.0,33.0,Dance Down the Stars,"9780886776176 Awakening from a centuries-long sleep, Serroi discovers that she has developed powers of healing, but that her world has become haunted by an evil force that can alter life and death, and must marshal an attack or witness civilization's destruction. Original.",Fiction,0.005723170004785061,0.012438316829502583,0.9763836860656738,0.003797941142693162,0.02046339027583599,0.015721146017313004,0.9392011165618896
9780886776503,0886776503,Fire in the Sky,Jo Clayton,Fiction,http://books.google.com/books/content?id=UV_5R7K4fewC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emerging from her centuries-long imprisonment inside an alien artifact, Shadith learns that she has developed an empathic musical skill, and is called upon to delegate a mission with a musically communicating alien race. Original.",1995.0,3.87,352.0,61.0,Fire in the Sky,"9780886776503 Emerging from her centuries-long imprisonment inside an alien artifact, Shadith learns that she has developed an empathic musical skill, and is called upon to delegate a mission with a musically communicating alien race. Original.",Fiction,0.005723170004785061,0.012438316829502583,0.01369419414550066,0.8357409238815308,0.02046339027583599,0.01890607737004757,0.9392011165618896
9780886776619,0886776619,Storm Warning,Mercedes Lackey,Fiction,http://books.google.com/books/content?id=bGQejwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Worried about the growing magical power of the Eastern Empire, which for years has been shrouded in mystery, Queen Selenay of Valdemar struggles to bring about an alliance with enemy Karse in order to defeat the evil schemes of Ancar of Hardorn. Reprint.",1995.0,4.02,428.0,10958.0,Storm Warning,"9780886776619 Worried about the growing magical power of the Eastern Empire, which for years has been shrouded in mystery, Queen Selenay of Valdemar struggles to bring about an alliance with enemy Karse in order to defeat the evil schemes of Ancar of Hardorn. Reprint.",Fiction,0.08058611303567886,0.3375104069709778,0.10770631581544876,0.018822884187102318,0.3212466239929199,0.012031695805490017,0.9405640959739685
